gvkey,datadate,FiscalYear,indfmt,consol,popsrc,datafmt,Ticker,conm,curcd,fyr,Book Value Per Share,costat,MktCap,Price Close - Annual - Fiscal,BookToMarket
7257,20201231,2020,INDL,C,D,STD,MRK,MERCK & CO,USD,12,10.0058,A,206972,81.8,0.12
7257,20211231,2021,INDL,C,D,STD,MRK,MERCK & CO,USD,12,15.1068,A,193716,76.64,0.2
7435,20171231,2017,INDL,C,D,STD,MMM,3M CO,USD,12,19.4374,A,140018,235.37,0.08
7435,20181231,2018,INDL,C,D,STD,MMM,3M CO,USD,12,16.99,A,109861,190.54,0.09
7435,20191231,2019,INDL,C,D,STD,MMM,3M CO,USD,12,17.4952,A,101474,176.42,0.1
7435,20201231,2020,INDL,C,D,STD,MMM,3M CO,USD,12,22.2709,A,100985,174.79,0.13
7435,20211231,2021,INDL,C,D,STD,MMM,3M CO,USD,12,26.3113,A,101577,177.63,0.15
7647,20171231,2017,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,12,23.7986,A,303681,29.52,0.81
7647,20181231,2018,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,12,25.131,A,238251,24.64,1.02
7647,20191231,2019,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,12,27.3206,A,311209,35.22,0.78
7647,20201231,2020,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,12,28.7157,A,262206,30.31,0.95
7647,20211231,2021,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,12,30.3742,A,359383,44.49,0.68
7906,20170531,2016,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,5,7.5512,A,87063,52.99,0.14
7906,20180531,2017,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,5,6.1285,A,114952,71.8,0.09
7906,20190531,2018,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,5,5.7651,A,120956,77.14,0.07
7906,20200531,2019,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,5,5.1699,A,153588,98.58,0.05
7906,20210531,2020,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,5,8.0904,A,215334,136.46,0.06
7906,20220531,2021,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,5,9.7267,A,186713,118.85,0.08
8007,20171231,2017,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,12,37.4016,A,296774,60.67,0.62
8007,20181231,2018,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,12,38.0482,A,211104,46.08,0.83
8007,20191231,2019,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,12,40.3413,A,222432,53.8,0.75
8007,20201231,2020,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,12,39.7393,A,125066,30.18,1.32
8007,20211231,2021,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,12,43.2436,A,186441,47.98,0.9
8479,20171231,2017,INDL,C,D,STD,PEP,PEPSICO INC,USD,12,7.662,A,170286,119.92,0.06
8479,20181231,2018,INDL,C,D,STD,PEP,PEPSICO INC,USD,12,10.3038,A,155666,110.48,0.09
8479,20191231,2019,INDL,C,D,STD,PEP,PEPSICO INC,USD,12,10.6298,A,190108,136.67,0.08
8479,20201231,2020,INDL,C,D,STD,PEP,PEPSICO INC,USD,12,9.7493,A,204654,148.3,0.07
8479,20211231,2021,INDL,C,D,STD,PEP,PEPSICO INC,USD,12,11.6001,A,240241,173.71,0.07
8530,20171231,2017,INDL,C,D,STD,PFE,PFIZER INC,USD,12,11.9229,A,216559,36.22,0.33
8530,20181231,2018,INDL,C,D,STD,PFE,PFIZER INC,USD,12,11.0876,A,249547,43.65,0.25
8530,20191231,2019,INDL,C,D,STD,PFE,PFIZER INC,USD,12,11.4069,A,216822,39.18,0.29
8530,20201231,2020,INDL,C,D,STD,PFE,PFIZER INC,USD,12,11.3594,A,204921,36.81,0.31
8530,20211231,2021,INDL,C,D,STD,PFE,PFIZER INC,USD,12,13.7368,A,331861,59.05,0.23
8539,20171231,2017,INDL,C,D,STD,EXC,EXELON CORP,USD,12,30.9933,A,37965,39.41,0.79
8539,20181231,2018,INDL,C,D,STD,EXC,EXELON CORP,USD,12,31.7748,A,43665,45.1,0.7
8539,20191231,2019,INDL,C,D,STD,EXC,EXELON CORP,USD,12,33.1324,A,44340,45.59,0.73
8539,20201231,2020,INDL,C,D,STD,EXC,EXELON CORP,USD,12,33.3988,A,41191,42.22,0.79
8539,20211231,2021,INDL,C,D,STD,EXC,EXELON CORP,USD,12,35.1143,A,56574,57.76,0.61
8543,20171231,2017,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,12,8.0878,A,135769,71.41,0.11
8543,20181231,2018,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,12,7.8904,A,92560,49.39,0.16
8543,20191231,2019,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,12,3.3488,A,92732,49.91,0.07
8543,20201231,2020,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,12,1.5276,A,76195,41,0.04
8543,20211231,2021,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,12,-0.8809,A,86400,47.39,-0.02
8549,20171231,2017,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,12,26.0019,A,64611,54.89,0.47
8549,20181231,2018,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,12,28.0573,A,70976,62.35,0.45
8549,20191231,2019,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,12,32.2445,A,70549,65.03,0.5
8549,20201231,2020,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,12,27.9474,A,42711,39.99,0.7
8549,20211231,2021,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,12,34.8675,A,93996,72.18,0.48
8762,20170630,2017,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,6,21.708,A,222520,87.15,0.25
8762,20180630,2018,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,6,21.028,A,195001,78.06,0.27
8762,20190630,2019,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,6,18.9288,A,274646,109.65,0.17
8762,20200630,2020,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,6,18.8342,A,296503,119.57,0.16
8762,20210630,2021,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,6,19.1439,A,327840,134.93,0.14
8762,20220630,2022,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,6,19.4922,A,344216,143.79,0.14
9465,20171231,2017,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,12,26.6212,A,93263,67.39,0.4
9465,20181231,2018,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,12,26.1482,A,49897,36.08,0.72
9465,20191231,2019,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,12,17.1612,A,55658,40.2,0.43
9465,20201231,2020,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,12,8.6697,A,30394,21.83,0.4
9465,20211231,2021,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,12,10.6913,A,42031,29.95,0.36
9850,20171231,2017,INDL,C,D,STD,SO,SOUTHERN CO,USD,12,23.9846,A,48456,48.09,0.5
9850,20181231,2018,INDL,C,D,STD,SO,SOUTHERN CO,USD,12,23.915,A,45404,43.92,0.54
9850,20191231,2019,INDL,C,D,STD,SO,SOUTHERN CO,USD,12,26.1206,A,67076,63.7,0.41
9850,20201231,2020,INDL,C,D,STD,SO,SOUTHERN CO,USD,12,26.4636,A,64932,61.43,0.43
9850,20211231,2021,INDL,C,D,STD,SO,SOUTHERN CO,USD,12,26.2962,A,72695,68.58,0.38
9899,20171231,2017,INDL,C,D,STD,T,AT&T INC,USD,12,22.9437,A,238701,38.88,0.59
9899,20181231,2018,INDL,C,D,STD,T,AT&T INC,USD,12,25.2813,A,207818,28.54,0.89
9899,20191231,2019,INDL,C,D,STD,T,AT&T INC,USD,12,25.3938,A,283508,39.08,0.65
9899,20201231,2020,INDL,C,D,STD,T,AT&T INC,USD,12,22.688,A,204942,28.76,0.79
9899,20211231,2021,INDL,C,D,STD,T,AT&T INC,USD,12,23.2923,A,175670,24.6,0.95
10499,20171231,2017,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,10.5141,A,102681,104.44,0.1
10499,20181231,2018,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,9.5159,A,89317,94.5,0.1
10499,20191231,2019,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,9.5565,A,119570,128.29,0.07
10499,20201231,2020,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,9.9929,A,150894,164.13,0.06
10499,20211231,2021,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,14.4297,A,174146,188.47,0.08
10530,20171231,2017,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,63.3243,A,76202,189.88,0.33
10530,20181231,2018,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,68.6011,A,89991,223.79,0.31
10530,20191231,2019,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,74.4219,A,129539,324.87,0.23
10530,20201231,2020,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,86.9915,A,184761,465.78,0.19
10530,20211231,2021,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,103.4213,A,263183,667.24,0.15
10867,20171231,2017,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,31.8292,A,104721,134.1,0.24
10867,20181231,2018,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,28.1674,A,100225,138.23,0.2
10867,20191231,2019,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,26.1927,A,125125,180.79,0.14
10867,20201231,2020,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,25.2595,A,139789,208.22,0.12
10867,20211231,2021,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,22.1667,A,160943,251.93,0.09
10903,20181231,2018,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,53.85,A,239155,249.12,0.22
10903,20211231,2021,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,76.2593,A,472514,502.14,0.15
10920,20171231,2017,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,1.1641,A,102661,119.15,0.01
10920,20181231,2018,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,3.521,A,83681,97.53,0.04
10920,20191231,2019,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,3.8139,A,100274,117.06,0.03
10920,20201231,2020,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,0.7599,A,145599,168.4,0
10920,20211231,2021,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,16.3884,A,186560,214.34,0.08
10983,20171231,2017,INDL,C,D,STD,RTX,RAYTHEON TECHNOLOGIES CORP,USD,12,37.0528,A,101945,127.57,0.29
10983,20181231,2018,INDL,C,D,STD,RTX,RAYTHEON TECHNOLOGIES CORP,USD,12,44.6277,A,91731,106.48,0.42
10983,20191231,2019,INDL,C,D,STD,RTX,RAYTHEON TECHNOLOGIES CORP,USD,12,48.3291,A,129447,149.76,0.32
10983,20201231,2020,INDL,C,D,STD,RTX,RAYTHEON TECHNOLOGIES CORP,USD,12,47.4932,A,108655,71.51,0.66
10983,20211231,2021,INDL,C,D,STD,RTX,RAYTHEON TECHNOLOGIES CORP,USD,12,48.9312,A,128512,86.06,0.57
11259,20170131,2016,INDL,C,D,STD,WMT,WALMART INC,USD,1,25.5243,A,203424,66.74,0.38
11259,20180131,2017,INDL,C,D,STD,WMT,WALMART INC,USD,1,26.3784,A,314683,106.6,0.25
11259,20190131,2018,INDL,C,D,STD,WMT,WALMART INC,USD,1,25.1897,A,275799,95.83,0.26
11259,20200131,2019,INDL,C,D,STD,WMT,WALMART INC,USD,1,26.3616,A,324292,114.49,0.23
11259,20210131,2020,INDL,C,D,STD,WMT,WALMART INC,USD,1,28.6866,A,396322,140.49,0.2
11259,20220131,2021,INDL,C,D,STD,WMT,WALMART INC,USD,1,30.1532,A,386015,139.81,0.22
11264,20170831,2017,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,8,26.8262,A,83444,81.5,0.33
11264,20180831,2018,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,8,27.3145,A,65278,68.56,0.4
11264,20190831,2019,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,8,26.259,A,45835,51.19,0.51
11264,20200831,2020,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,8,23.8412,A,32910,38.02,0.63
11264,20210831,2021,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,8,27.0623,A,43918,50.75,0.53
11264,20220831,2022,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,8,29.2319,A,30314,35.06,0.83
12124,20171231,2017,INDL,C,D,STD,MS,MORGAN STANLEY,USD,12,38.4539,A,93821,52.47,0.73
12124,20181231,2018,INDL,C,D,STD,MS,MORGAN STANLEY,USD,12,42.1301,A,67398,39.65,1.06
12124,20191231,2019,INDL,C,D,STD,MS,MORGAN STANLEY,USD,12,45.8157,A,81484,51.12,0.9
12141,20170630,2017,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,6,9.3921,A,531312,68.93,0.14
12141,20180630,2018,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,6,10.7748,A,757029,98.61,0.11
12141,20190630,2019,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,6,13.3887,A,1023856,133.96,0.1
12141,20200630,2020,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,6,15.6259,A,1540774,203.51,0.08
12141,20210630,2021,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,6,18.8839,A,2036897,270.9,0.07
12141,20220630,2022,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,6,22.3127,A,1916979,256.83,0.09
12142,20170531,2016,INDL,C,D,STD,ORCL,ORACLE CORP,USD,5,13.0191,A,187778,45.39,0.29
12142,20180531,2017,INDL,C,D,STD,ORCL,ORACLE CORP,USD,5,11.4401,A,186740,46.72,0.24
12142,20190531,2018,INDL,C,D,STD,ORCL,ORACLE CORP,USD,5,6.4856,A,169965,50.6,0.13
12142,20200531,2019,INDL,C,D,STD,ORCL,ORACLE CORP,USD,5,3.9367,A,164913,53.77,0.07
12142,20210531,2020,INDL,C,D,STD,ORCL,ORACLE CORP,USD,5,1.8614,A,221574,78.74,0.02
12142,20220531,2021,INDL,C,D,STD,ORCL,ORACLE CORP,USD,5,-2.334,A,191667,71.92,-0.03
12540,20171130,2017,INDL,C,D,STD,ADBE,ADOBE INC,USD,11,17.2207,A,89149,181.47,0.09
12540,20181130,2018,INDL,C,D,STD,ADBE,ADOBE INC,USD,11,19.1979,A,122350,250.89,0.08
12540,20191130,2019,INDL,C,D,STD,ADBE,ADOBE INC,USD,11,21.8314,A,149298,309.53,0.07
12540,20201130,2020,INDL,C,D,STD,ADBE,ADOBE INC,USD,11,27.691,A,229187,478.47,0.06
12540,20211130,2021,INDL,C,D,STD,ADBE,ADOBE INC,USD,11,31.1516,A,318179,669.85,0.05
16101,20171231,2017,INDL,C,D,STD,ABBV,ABBVIE INC,USD,12,3.2014,A,153975,96.71,0.03
16101,20181231,2018,INDL,C,D,STD,ABBV,ABBVIE INC,USD,12,-5.7113,A,136333,92.19,-0.06
16101,20191231,2019,INDL,C,D,STD,ABBV,ABBVIE INC,USD,12,-5.5257,A,130943,88.54,-0.06
16101,20201231,2020,INDL,C,D,STD,ABBV,ABBVIE INC,USD,12,7.4079,A,189134,107.15,0.07
16101,20211231,2021,INDL,C,D,STD,ABBV,ABBVIE INC,USD,12,8.7133,A,239433,135.4,0.06
20779,20170731,2017,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,7,13.2725,A,156715,31.45,0.42
20779,20180731,2018,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,7,9.3637,A,195126,42.29,0.22
20779,20190731,2019,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,7,7.8991,A,235450,55.4,0.14
20779,20200731,2020,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,7,8.9497,A,199563,47.1,0.19
20779,20210731,2021,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,7,9.7878,A,233495,55.37,0.18
20779,20220731,2022,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,7,9.6771,A,186471,45.37,0.21
24468,20171231,2017,INDL,C,D,STD,BIIB,BIOGEN INC,USD,12,59.635,A,67378,318.57,0.19
24468,20181231,2018,INDL,C,D,STD,BIIB,BIOGEN INC,USD,12,66.1237,A,59341,300.92,0.22
24468,20191231,2019,INDL,C,D,STD,BIIB,BIOGEN INC,USD,12,76.597,A,51690,296.73,0.26
24468,20201231,2020,INDL,C,D,STD,BIIB,BIOGEN INC,USD,12,70.2119,A,37317,244.86,0.29
24468,20211231,2021,INDL,C,D,STD,BIIB,BIOGEN INC,USD,12,74.1238,A,35268,239.92,0.31
24616,20171231,2017,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,12,13.3283,A,88344,73.62,0.18
24616,20181231,2018,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,12,13.1056,A,98722,84.09,0.16
24616,20191231,2019,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,12,14.3947,A,126883,108.17,0.13
24616,20201231,2020,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,12,17.0811,A,274482,234.2,0.07
24616,20211231,2021,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,12,18.6019,A,220261,188.58,0.1
24800,20170930,2017,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,9,20.8589,A,76412,51.84,0.4
24800,20180930,2018,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,9,0.7613,A,87805,72.03,0.01
24800,20190930,2019,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,9,4.2873,A,87341,76.28,0.06
24800,20200930,2020,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,9,5.3731,A,133096,117.68,0.05
24800,20210930,2021,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,9,8.8444,A,145103,128.98,0.07
24800,20220930,2022,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,9,16.0687,A,126651,112.98,0.14
24856,20171231,2017,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,12,15.6284,A,93705,71.64,0.22
24856,20181231,2018,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,12,16.6825,A,80189,62.55,0.27
24856,20191231,2019,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,12,17.7923,A,82265,64.98,0.27
24856,20201231,2020,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,12,14.5152,A,73058,58.26,0.25
24856,20211231,2021,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,12,16.8014,A,91053,72.61,0.23
25434,20170930,2017,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,9,3.807,A,76891,53.71,0.07
25434,20180930,2018,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,9,0.8934,A,74409,56.84,0.02
25434,20190930,2019,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,9,-5.261,A,104742,88.42,-0.06
25434,20200930,2020,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,9,-6.6523,A,100810,85.92,-0.08
25434,20210930,2021,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,9,-4.5095,A,130166,110.31,-0.04
29028,20170831,2017,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,8,24.6521,A,68527,156.74,0.16
29028,20180831,2018,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,8,29.2089,A,102155,233.13,0.13
29028,20190831,2019,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,8,34.6727,A,129584,294.76,0.12
29028,20200831,2020,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,8,41.4364,A,153407,347.66,0.12
29028,20210831,2021,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,8,39.7533,A,201247,455.49,0.09
29028,20220831,2022,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,8,46.6313,A,231115,522.1,0.09
29389,20181231,2018,INDL,C,D,STD,SPG,SIMON PROPERTY GROUP INC,USD,12,10.5393,A,51912,167.99,0.06
29389,20201231,2020,INDL,C,D,STD,SPG,SIMON PROPERTY GROUP INC,USD,12,9.1313,A,28015,85.28,0.11
29389,20211231,2021,INDL,C,D,STD,SPG,SIMON PROPERTY GROUP INC,USD,12,10.1077,A,52504,159.77,0.06
34443,20191231,2019,INDL,C,D,STD,DOW,DOW INC,USD,12,18.2617,A,40582,54.73,0.33
34443,20201231,2020,INDL,C,D,STD,DOW,DOW INC,USD,12,16.7319,A,41247,55.5,0.3
34443,20211231,2021,INDL,C,D,STD,DOW,DOW INC,USD,12,24.7071,A,41701,56.72,0.44
64768,20171231,2017,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,12,57.25,A,566023,1169.47,0.05
64768,20181231,2018,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,12,88.6945,A,737467,1501.97,0.06
64768,20191231,2019,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,12,124.6185,A,920224,1847.84,0.07
64768,20201231,2020,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,12,185.6938,A,1638236,3256.93,0.06
64768,20211231,2021,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,12,271.6012,A,1697179,3334.34,0.08
105365,20171231,2017,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,12,14.5518,A,61180,142.67,0.1
105365,20181231,2018,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,12,12.0984,A,69771,158.19,0.08
105365,20191231,2019,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,12,11.4146,A,101785,229.82,0.05
105365,20201231,2020,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,12,9.2127,A,99734,224.46,0.04
105365,20211231,2021,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,12,11.1486,A,133313,292.5,0.04
114628,20171231,2017,INDL,C,D,STD,GS,GOLDMAN SACHS GROUP INC,USD,12,180.9977,A,99076,254.76,0.71
114628,20191231,2019,INDL,C,D,STD,GS,GOLDMAN SACHS GROUP INC,USD,12,218.524,A,83189,229.93,0.95
114628,20211231,2021,INDL,C,D,STD,GS,GOLDMAN SACHS GROUP INC,USD,12,284.3881,A,133472,382.55,0.74
117768,20170131,2016,INDL,C,D,STD,NVDA,NVIDIA CORP,USD,1,9.8496,A,63870,109.18,0.09
117768,20180131,2017,INDL,C,D,STD,NVDA,NVIDIA CORP,USD,1,12.3284,A,148955,245.8,0.05
117768,20190131,2018,INDL,C,D,STD,NVDA,NVIDIA CORP,USD,1,15.4158,A,87113,143.75,0.11
117768,20200131,2019,INDL,C,D,STD,NVDA,NVIDIA CORP,USD,1,19.9412,A,144695,236.43,0.08
117768,20210131,2020,INDL,C,D,STD,NVDA,NVIDIA CORP,USD,1,27.2468,A,322146,519.59,0.05
117768,20220131,2021,INDL,C,D,STD,NVDA,NVIDIA CORP,USD,1,10.6193,A,613619,244.86,0.04
119314,20171231,2017,INDL,C,D,STD,BKNG,BOOKING HOLDINGS INC,USD,12,232.3114,A,84232,1737.74,0.13
119314,20181231,2018,INDL,C,D,STD,BKNG,BOOKING HOLDINGS INC,USD,12,192.5184,A,78597,1722.42,0.11
119314,20191231,2019,INDL,C,D,STD,BKNG,BOOKING HOLDINGS INC,USD,12,143.2504,A,85059,2053.73,0.07
119314,20201231,2020,INDL,C,D,STD,BKNG,BOOKING HOLDINGS INC,USD,12,119.458,A,91229,2227.27,0.05
119314,20211231,2021,INDL,C,D,STD,BKNG,BOOKING HOLDINGS INC,USD,12,150.4408,A,98527,2399.23,0.06
124434,20181231,2018,INDL,C,D,STD,BLK,BLACKROCK INC,USD,12,204.2266,A,62270,392.82,0.52
124434,20211231,2021,INDL,C,D,STD,BLK,BLACKROCK INC,USD,12,248.4969,A,138876,915.56,0.27
126136,20171231,2017,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,163.8701,A,80128,335.96,0.49
126136,20181231,2018,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,161.0133,A,64219,284.97,0.57
126136,20191231,2019,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,149.7552,A,101855,485.08,0.31
126136,20201231,2020,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,122.8766,A,128163,661.55,0.19
126136,20211231,2021,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,81.3356,A,112622,651.97,0.12
133768,20191231,2019,INDL,C,D,STD,MET,METLIFE INC,USD,12,68.5419,A,46655,50.97,1.34
133768,20201231,2020,INDL,C,D,STD,MET,METLIFE INC,USD,12,78.5666,A,41922,46.95,1.67
133768,20211231,2021,INDL,C,D,STD,MET,METLIFE INC,USD,12,77.0126,A,51588,62.49,1.23
142953,20171231,2017,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,17.5461,A,63692,42.8,0.41
142953,20181231,2018,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,17.6685,A,58084,40.03,0.44
142953,20191231,2019,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,19.0069,A,79040,55.08,0.35
142953,20201231,2020,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,19.4324,A,82979,58.47,0.33
142953,20211231,2021,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,20.3136,A,92279,66.31,0.31
143357,20170831,2017,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,14.5387,A,80490,130.76,0.11
143357,20180831,2018,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,16.2193,A,108042,169.07,0.1
143357,20190831,2019,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,22.6636,A,125991,198.17,0.11
143357,20200831,2020,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,26.8076,A,152155,239.93,0.11
143357,20210831,2021,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,30.8967,A,212735,336.56,0.09
143357,20220831,2022,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,35.024,A,182067,288.46,0.12
147579,20171231,2017,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,8.2649,A,83194,191.96,0.04
147579,20181231,2018,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,11.999,A,116860,267.66,0.04
147579,20191231,2019,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,17.279,A,141985,323.57,0.05
147579,20201231,2020,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,24.9839,A,239487,540.73,0.05
147579,20211231,2021,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,35.6995,A,267461,602.44,0.06
157855,20170131,2016,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,10.6015,A,55960,79.1,0.13
157855,20180131,2017,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,12.8635,A,83138,113.91,0.11
